TCGA.G2.A2EK	TCGA.BT.A20N	TCGA.FD.A3SJ	TCGA.G2.AA3C	TCGA.DK.A1A7	TCGA.UY.A78L	TCGA.FD.A3SO	TCGA.XF.A9SV	TCGA.DK.A3WX	TCGA.G2.A3IE	TCGA.GV.A40E	TCGA.G2.A2EJ	TCGA.DK.AA6S	TCGA.DK.A3IV	TCGA.FD.A3SQ	TCGA.ZF.AA5H	TCGA.G2.A3IB	TCGA.DK.AA6P	TCGA.XF.A9SU	TCGA.FJ.A871
ENSG00000054803	6	3	12	0	3	0	2	16	0	0	0	0	1	0	12	2	0	0	0	0
ENSG00000054938	834	27	3188	131	82	338	263	22	110	2	103	2	462	31	2064	738	6	2	3968	181
ENSG00000054965	3697	2653	2807	1534	1590	2295	3241	803	3275	3821	5915	1669	2300	5772	2599	2526	835	2911	1049	3522
ENSG00000054967	205	531	443	692	219	753	855	132	1305	263	2053	958	635	917	296	869	465	397	403	937
ENSG00000054983	2116	2918	1993	917	939	761	584	422	1788	700	898	1486	1068	3324	1362	4333	80	470	493	599
ENSG00000055044	2912	3970	5761	4601	5582	4922	6104	1607	5022	3638	7818	9554	2288	4739	2731	4920	5845	3218	3159	5099
ENSG00000055070	7776	5667	14828	7241	8301	8518	5130	2777	7054	9668	7063	12198	6726	11078	7583	15475	11315	5704	5542	14323
ENSG00000055118	219	5	1648	1	221	17	20	105	33	34	34	1	115	33	280	48	19	397	263	66
ENSG00000055130	3133	3021	5621	2503	2375	4583	4956	1966	5415	3031	6830	5856	2029	5160	3336	4540	5281	2723	2565	4431
ENSG00000055147	1144	525	1359	775	860	953	920	316	770	455	987	1617	495	1445	1076	965	396	412	378	864
ENSG00000055163	3840	180	4006	179	2835	127	5679	411	670	1168	1484	172	968	4822	2337	633	45	3153	1297	3463
ENSG00000055208	5351	3109	6511	1605	2366	5505	6298	3064	4230	2994	3911	8254	3237	13143	3019	6370	4313	1751	1476	1941
ENSG00000055211	3860	2557	2975	1877	1858	3668	3605	1584	2936	1867	3546	3496	1676	4231	2447	3166	3101	663	1538	1483
ENSG00000055332	3815	3399	4894	1294	2790	3761	4568	1282	3769	2475	6242	13530	3237	9576	5192	7763	8049	2150	1224	1936
ENSG00000055483	3054	2034	4528	1727	2333	3582	3824	1190	5800	1558	4311	4794	2675	3989	3370	4740	3071	3178	1362	2947
ENSG00000055609	5466	2276	3923	1108	2056	2595	4954	1340	4064	3216	2930	4164	2073	8079	4732	2786	3644	3081	1091	1312
ENSG00000055732	28	60	18	67	21	422	5	2	159	10	369	56	6	77	32	1251	1	11	40	87
ENSG00000055813	8	1	18	0	5	1	4	4	19	1	4	2	5	15	26	1	1	13	0	1
ENSG00000055917	13951	6017	12998	2046	10398	5956	9955	3829	6740	8262	5257	8392	6750	8553	8067	9059	6374	8281	2434	3364
ENSG00000055950	2248	1933	5460	2061	2388	3416	2182	1282	2436	2873	3397	3065	1359	2400	3041	3901	2713	1553	2877	4473
ENSG00000055955	47	14	26	21	14	27	21	3	50	88	17	6	25	58	32	16	8	8	11	15
ENSG00000055957	7	0	3	0	5	0	6	1	0	1	3	1	6	14	0	4	1	1	6	1
ENSG00000056050	863	602	1468	1225	453	1595	840	493	1036	789	1247	1012	706	1702	905	1437	583	367	862	1303
ENSG00000056097	5125	4899	7046	1361	2247	8325	5516	1371	7920	3060	5645	4804	2822	8523	3918	8278	4358	4237	1301	2659
ENSG00000056277	393	222	455	89	266	302	344	91	321	266	210	258	147	527	227	254	425	303	82	186
ENSG00000056291	13	0	2	0	72	12	0	0	0	2	90	124	2	4	1	18	0	33	0	1
ENSG00000056487	6	1	1	0	6	2	0	3	3	0	0	0	6	6	2	1	7	15	16	55
ENSG00000056558	930	192	729	484	474	640	379	86	1094	472	862	2655	742	2474	625	1447	317	296	456	921
ENSG00000056586	359	1547	2699	1010	1513	2260	4347	842	2849	3453	2392	7516	3029	6322	1918	4067	3325	1752	1195	1804
ENSG00000056736	562	282	438	33	241	154	84	116	77	522	45	49	368	3257	328	118	25	248	73	151
ENSG00000056972	1704	985	1455	827	870	1866	3441	999	2721	2332	1620	7069	1260	1638	1063	1800	4230	962	1193	231
ENSG00000056998	230	161	420	4	151	606	133	171	486	345	226	3	802	16	271	42	87	98	341	413
ENSG00000057019	523	1940	2290	4541	1961	2506	1435	1116	4418	695	13449	7584	3036	228	2196	3812	1287	1356	1205	16340
ENSG00000057149	32	78	0	24	494	633	5654	4	9520	78	56	24552	12	572	0	1017	26841	3	29	22
ENSG00000057252	2260	2899	2192	1733	700	2651	2866	676	2957	620	2195	1549	2386	6565	1641	9041	2681	1622	782	1820
ENSG00000057294	1404	2000	2125	5	4679	3488	4210	567	2451	1321	3496	2801	1489	1761	245	1033	751	3741	639	75
ENSG00000057468	10	7	8	6	3	2	0	0	3	0	8	4	1	10	1	19	4	3	2	2
ENSG00000057593	6	41	8	0	4	4	1	13	1	4	7	0	6	0	12	10	0	0	3	32
ENSG00000057608	17221	23076	22158	13058	6916	25195	16975	4800	17518	11508	20550	18835	9234	29963	10698	18409	18259	10808	8481	17165
ENSG00000057657	464	579	502	177	831	1878	1680	143	2026	316	1553	6125	1532	717	1655	1982	5973	196	305	1811
ENSG00000057663	2286	1734	3174	1323	1093	2618	2369	1391	2821	1830	2304	3238	1593	3837	1202	3758	3086	1112	1076	1956
ENSG00000057704	344	225	583	396	466	1408	279	67	2632	105	772	5564	1774	2476	836	2584	2855	240	153	69
ENSG00000057757	3606	2740	8673	3186	5370	2499	1111	1943	2366	4922	2953	2207	1842	5654	2262	3557	4875	2345	2198	4140
ENSG00000057935	3429	1600	3090	849	1872	3354	3081	613	1565	1544	1849	2269	1524	1551	2467	1660	1949	1055	1252	1915
ENSG00000058056	384	1451	1726	742	590	480	961	219	518	156	736	293	458	617	378	2634	595	505	242	1215
ENSG00000058063	3406	11106	6178	857	2723	5458	4398	1527	2786	3052	2264	8045	1935	8168	2698	8589	10006	2106	1473	1122
ENSG00000058085	10522	4947	5364	94	570	18275	566	736	27774	3692	32754	82175	7488	7665	14665	888519	106280	900	5246	358
ENSG00000058091	660	431	1256	310	491	307	944	270	1296	45	1719	53	946	645	1910	5325	907	126	219	315
ENSG00000058262	26149	15966	41609	27956	12306	32991	23995	11161	22518	26086	26683	32852	18766	29278	29275	27534	12718	14048	24720	18661
ENSG00000058272	4133	3245	6913	916	1367	2117	2067	1836	3912	2846	2409	4601	3619	5140	3148	4828	4449	2167	1313	1405
ENSG00000058335	85	15	315	106	623	55	15	6	132	48	1287	19	109	131	485	323	26	26	40	11
ENSG00000058404	429	11	21	12	13	6	3	1	2	14	13	15	20	31	20	13865	6	9	12	49
ENSG00000058453	3102	913	4110	1323	2585	1009	404	714	1121	3840	1875	1533	2245	3659	2214	2396	2631	1823	1586	4826
ENSG00000058600	3139	1703	6285	1110	1847	2064	2763	867	1856	2761	2256	2892	1762	9523	2354	1929	2665	1270	1341	1824
ENSG00000058668	9838	2320	9421	3786	1850	18273	26972	3206	3638	5576	8792	10948	2921	3187	6989	15151	9340	755	3188	4713
ENSG00000058673	10704	3643	10271	2407	3783	5325	14215	2838	6336	6069	3898	8566	5358	10250	5922	6604	6163	5692	1821	3580
ENSG00000058729	1839	797	1043	800	1137	790	1050	484	702	512	1009	1951	624	1682	1048	950	511	686	619	1269
ENSG00000058799	2973	1404	5599	1978	1029	1980	2601	692	1998	1829	2494	2684	1236	2906	2178	3141	2397	798	1405	2656
ENSG00000058804	2801	4553	6444	1462	1630	3630	4580	899	4682	2363	2867	3241	945	3337	1308	3263	2919	1738	1563	1975
ENSG00000058866	120	186	248	83	15	168	39	31	29	11	299	8	129	47	40	53	402	124	81	15
ENSG00000059122	3894	830	1945	1348	990	1373	1046	1113	1170	1106	1545	1831	2486	2595	4137	1663	4389	1790	1245	4273
ENSG00000059145	1412	359	637	449	207	303	546	177	409	469	576	368	535	992	689	490	611	376	225	658
ENSG00000059377	139	78	463	2129	122	250	506	111	686	161	193	67	326	507	693	519	225	73	330	145
ENSG00000059378	2080	625	3718	2858	870	5013	4033	960	5859	1790	12470	12078	2938	12813	3628	11881	6349	1012	981	1601
ENSG00000059573	3872	4807	7773	1634	2877	6211	5764	2291	3917	4308	7570	4892	3815	3982	5731	3975	3845	3957	2989	3274
ENSG00000059588	5732	2750	2506	771	730	2594	5425	933	3817	1786	1674	1386	1690	4285	3573	1622	3153	1682	1030	817
ENSG00000059691	1155	581	1546	1070	755	1442	679	475	1127	668	722	1253	351	1850	1330	2352	1034	693	845	3465
ENSG00000059728	1395	1436	1144	283	987	5802	2437	1048	5895	1058	1420	10726	1322	1868	1309	1528	28887	1303	538	114
ENSG00000059758	1244	1181	1162	370	1021	998	912	421	2300	1605	1827	2215	1255	2253	1366	2190	1737	675	621	4845
ENSG00000059769	416	309	934	509	445	751	485	238	428	566	935	896	377	926	320	605	656	531	280	383
ENSG00000059804	404	648	1064	1263	832	27507	903	534	3373	185	25985	595	1747	831	1706	1035	535	198	763	5296
ENSG00000059915	170	172	3216	86	188	180	106	92	123	118	184	61	399	152	784	230	74	327	1253	1395
ENSG00000060069	1802	422	1693	1415	1012	2520	1364	947	2231	1393	2003	2787	1248	3127	1292	2345	2774	938	1458	2951
ENSG00000060138	9684	15967	10218	10187	6095	11955	20082	3110	17665	7961	21618	25432	12449	17807	8652	14873	20341	7085	12040	8981
ENSG00000060140	1036	623	521	94	178	544	220	137	584	572	1251	615	366	2745	420	1604	1087	677	232	29
ENSG00000060237	11076	12697	14048	2753	5972	5822	34829	3432	19432	8876	5682	10585	5128	12660	9573	11681	12156	7895	2631	4268
ENSG00000060303	0	1	3	0	1	2	4	1	0	5	0	6	0	1	1	1	2	0	1	4
ENSG00000060339	5433	3209	8634	1398	4690	4084	4620	1965	4159	4669	4929	6604	2225	11506	3399	4990	4425	3624	1317	3064
ENSG00000060491	3521	695	2715	6316	3041	2147	3167	1436	5340	2982	8924	11758	7991	6337	3347	8834	3149	2923	2447	8475
ENSG00000060558	2612	1781	1336	8041	1229	5783	2695	2056	4934	3621	5343	14142	2504	4549	2324	7130	5647	5550	5237	182
ENSG00000060566	2	1	5	0	4	3	3	3	4	3	3	1	2	6	3	4	1	80	6	0
ENSG00000060642	1523	1108	2913	324	596	863	1005	497	628	873	782	1167	509	1176	1463	2158	1498	500	384	482
ENSG00000060656	10538	2511	4114	1074	2068	760	2508	2431	1407	14678	8135	2204	5082	10259	8274	13432	2199	2453	2061	7276
ENSG00000060688	2765	2764	5225	2139	1536	2235	1555	842	2195	2629	3185	4131	1955	3659	1713	3738	2874	1858	1864	3784
ENSG00000060709	9	0	12	1	8	4	16	31	20	0	8	0	49	7	48	13	5	1	10	46
ENSG00000060718	25	1940	563	0	26	4677	6897	3420	6929	273	1233	171	7745	34	5693	1398	280	138	728	64
ENSG00000060749	1483	2147	1659	1014	1012	2610	5587	780	5069	1755	2627	3858	1893	4352	1583	2844	3396	1641	629	1568
ENSG00000060762	1866	663	2182	650	882	1303	765	397	638	931	573	951	516	2077	710	891	925	863	563	1029
ENSG00000060971	4387	2077	13971	1918	2866	4162	3199	2510	3357	13297	1713	1246	1665	4887	3051	2068	2103	2649	3765	2747
ENSG00000060982	117	715	2233	2316	834	728	1784	456	904	3135	6467	437	1316	332	1424	7112	4363	138	712	1735
ENSG00000061273	8238	2623	7708	5860	9568	4636	5409	2952	9914	10153	9261	6471	5751	6317	6862	6999	4481	7304	4907	5178
ENSG00000061337	239	98	860	1058	125	266	470	257	687	46	145	88	422	131	1080	275	72	68	269	291
ENSG00000061455	1114	35	952	37	269	81	67	44	182	48	49	7	375	85	745	152	4	364	225	138
ENSG00000061492	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000061656	598	582	1211	661	451	609	96	360	564	506	587	450	193	1135	696	1579	498	740	542	594
ENSG00000061676	11712	16735	9992	2255	5250	13532	14100	4621	13145	6906	7982	20960	5882	7561	10426	12202	17354	7079	3628	3812
ENSG00000061794	3456	4215	5470	1720	1919	4504	3192	2486	5126	3380	4198	3311	1500	4302	1356	4390	4489	6795	2069	3107
ENSG00000061918	261	256	719	344	228	286	336	134	554	74	182	264	640	2194	543	400	58	119	261	126
ENSG00000061936	3497	2121	4879	1585	4011	2893	1502	936	3200	3110	3210	2927	2302	4579	2327	2450	3162	1803	2147	3011
ENSG00000061938	6570	1898	3687	2099	4475	3106	2329	4622	3880	13713	2508	4122	1263	11132	3634	8649	5007	4751	5397	2161
ENSG00000061987	3132	1974	2848	667	1037	1538	1473	1216	2885	2523	1863	2189	1425	4490	1638	1765	2300	11925	772	1123
ENSG00000062038	8942	8498	9692	36	2057	27630	3764	765	44530	5337	24987	70475	25984	2459	8501	58840	41086	2429	3904	239
ENSG00000062096	0	1	2	0	4	15	1	0	0	14	2	0	1	29	18	2	1	1	0	2
ENSG00000062194	6109	2475	4598	2144	1409	3593	3911	1697	2788	5382	3962	7191	3475	6451	4055	11496	2668	3749	2309	3772
ENSG00000062282	4022	6973	4182	330	4516	2857	4535	3621	2335	8715	1147	1542	1018	2999	1303	633	984	5987	5552	1005
ENSG00000062370	482	289	1272	114	330	269	200	155	190	339	195	275	317	761	250	252	104	415	116	166
ENSG00000062485	9087	8164	13514	5195	3757	7893	6232	3920	14344	5984	8465	10204	3723	10415	5715	9044	11702	7899	5393	10248
ENSG00000062524	16	64	63	32	19	16	15	1	15	211	18	4	2	51	22	57	2	17	29	4286
ENSG00000062582	354	574	775	629	253	1223	338	120	707	366	1068	592	315	512	530	2266	563	349	484	1162
ENSG00000062598	3786	1224	3394	831	2282	2046	1902	927	4883	2065	2048	2908	1799	4349	3131	2214	2327	2204	856	1668
ENSG00000062650	2175	2711	3854	1691	1637	3410	4021	1048	3133	1962	2888	5023	2024	4066	2631	5015	3306	2179	931	2041
ENSG00000062716	7475	4690	14069	8944	6285	19281	13085	3755	10549	3594	18110	15235	30662	17585	14178	21806	16057	4847	7652	18091
ENSG00000062725	3441	1758	4007	1001	1389	1716	1803	798	2266	1361	1543	2687	1676	3323	2659	3398	1898	3183	972	1292
ENSG00000062822	926	1860	5982	3405	1041	3082	1920	770	2621	1661	1893	3074	1478	3540	1169	2886	2679	1036	1561	3480
ENSG00000063015	9	1	6	0	3	0	0	0	4	6	1	1	2	14	12	2	1	6	0	0
ENSG00000063046	28826	12266	14805	5811	7536	7661	10822	7532	16493	11616	10933	14173	10296	12487	11142	11029	16488	8777	6418	14987
ENSG00000063127	49	4	444	65	210	4	8	4	17	7	291	17	122	50	53	11	13	94	18	124
ENSG00000063169	1347	739	2124	612	1640	1227	810	613	1009	3106	789	1032	1031	1994	972	1024	1585	1792	939	966
ENSG00000063176	946	221	6612	479	776	672	387	229	728	1863	497	534	438	1515	877	695	527	1207	514	1467
ENSG00000063177	47051	31482	63170	50027	73005	52813	20265	25558	26768	77595	35310	41533	24965	29679	24741	27859	63040	29823	58576	70465
ENSG00000063180	405	289	270	67	176	285	116	224	74	164	398	66	497	518	922	142	308	190	245	238
ENSG00000063241	3345	1601	6156	5666	5557	3696	1210	1722	2457	3156	3186	2974	1827	4523	3481	2190	2675	5594	3707	6190
ENSG00000063244	9608	6721	19772	7682	6866	11570	6917	5304	10941	11797	7409	17796	6100	21646	8404	12242	11451	13301	7194	15312
ENSG00000063245	5790	3857	12968	12421	5806	15734	4859	2259	12421	15940	8316	13726	5743	20559	7638	15126	17030	5002	7490	15772
ENSG00000063322	3841	2704	16783	2012	8159	4123	1774	1709	3398	1969	2168	2803	2384	6137	4122	4009	3393	2811	1979	2808
ENSG00000063438	66	62	125	7	125	284	24	17	52	390	157	111	75	128	178	78	133	99	21	903
ENSG00000063515	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000063587	1280	775	1196	219	529	668	690	509	1296	1370	1163	628	1295	1072	1321	666	937	1635	402	692
ENSG00000063601	3505	1183	1322	779	1076	1931	2223	1017	1825	2478	2053	2977	2132	4715	2107	1830	1977	958	911	755
ENSG00000063660	3556	8713	3683	38295	6389	2841	12363	2799	9524	12281	39393	16295	4411	4938	17673	9557	52559	2723	6430	20113
ENSG00000063761	975	246	796	674	299	676	451	293	740	457	600	428	230	927	840	593	328	334	445	570
ENSG00000063854	1700	1179	2883	1141	999	2402	1348	1006	859	1526	2198	1143	1439	1502	2094	1373	1212	981	2446	627
ENSG00000063978	4073	3560	5835	2322	1482	4243	3159	1642	5550	3794	3403	5967	2222	4045	3092	6280	3027	3723	2050	3991
ENSG00000064012	1208	685	1656	993	1016	1405	2543	401	2598	1639	2283	3430	732	1874	1779	2035	987	1604	598	926
ENSG00000064042	5041	719	3279	76	1364	7934	3685	2281	246	1737	3972	45	930	5781	2989	356	333	2187	1677	210
ENSG00000064102	1345	2933	1814	1075	759	1467	2361	678	1958	713	1998	3735	686	1864	651	2401	1982	2551	870	2474
ENSG00000064115	4996	7903	4105	1418	1136	2489	3669	2332	5721	2616	14645	2509	3941	5699	4080	4013	4356	6274	2116	2392
ENSG00000064195	581	9	59	26	454	734	294	144	468	211	29	69	497	54	16	10	169	118	8	1857
ENSG00000064199	324	143	693	370	562	523	124	166	378	222	329	557	180	623	291	279	202	107	314	1052
ENSG00000064201	239	7	30	21	14	5	19	2	46	11	30	5	26	120	61	61	8	6	23	22
ENSG00000064205	528	15	1537	1	16	1196	1508	226	8	17	79	5	61	10	253	962	3	12	439	142
ENSG00000064218	0	7	7	4	291	2	10	0	0	1	2	3	1	0	3	4	0	5	5	1
ENSG00000064225	74	130	138	450	49	124	190	31	317	36	491	165	337	107	176	158	344	29	102	96
ENSG00000064270	1070	76	193	22	520	3346	3587	1129	2625	502	1393	442	1068	1446	1514	87	770	251	520	56
ENSG00000064300	629	3	300	43	450	13	33	88	31	54	163	492	124	910	694	25	386	95	439	456
ENSG00000064309	479	54	254	19	192	231	161	50	606	53	18	45	411	207	123	70	30	3	70	460
ENSG00000064313	3950	2650	5533	393	1126	1204	1914	788	2897	2215	1064	2224	1312	4116	2112	2910	2174	1543	446	784
ENSG00000064393	1790	1854	2391	3777	867	1467	6135	236	5512	731	1116	1925	1471	3244	1449	3253	4446	1632	437	1470
ENSG00000064419	4316	2319	5386	2507	3063	4161	4641	1904	5603	4839	5601	4542	2777	7312	3791	9723	6603	2539	2492	4122
ENSG00000064489	24	12	27	5	11	21	12	10	5	11	15	20	32	105	28	17	50	30	13	24
ENSG00000064490	1716	1289	3596	2344	1777	2506	2409	968	1655	1712	2155	2708	1898	3290	1886	2412	2467	1553	3181	6065
ENSG00000064545	2171	2742	2386	952	1577	2224	2070	827	1162	2002	1308	2023	1571	2734	2427	1404	2258	1858	2059	4157
ENSG00000064547	2657	1936	2833	453	1582	1303	1138	716	1541	2463	1703	1160	1200	2365	1710	2225	1084	2507	2853	483
ENSG00000064601	13873	3806	10609	10455	6596	18042	9556	5146	10989	10425	12953	15712	7492	16299	28051	37767	10340	4425	7535	11615
ENSG00000064607	2891	1920	4399	860	1344	2064	2040	1024	2804	2098	2182	1860	2939	7279	2977	2960	2112	2481	970	2649
ENSG00000064651	3269	1141	1203	776	961	507	1096	1177	1564	540	1624	1464	839	6750	1013	1487	837	404	777	835
ENSG00000064652	579	306	593	745	343	437	687	163	556	144	1250	875	375	1194	631	1103	398	178	328	626
ENSG00000064655	3693	428	180	50	1853	34	1237	724	78	4542	40	1125	1971	1981	7676	3721	470	341	2367	593
ENSG00000064666	13899	8179	6033	8366	3245	10209	10241	4646	21068	7849	8558	16111	10076	10667	16683	15115	10170	2974	8222	9815
ENSG00000064687	1355	798	613	800	565	1067	391	101	1721	1366	3283	874	1135	7208	1890	2180	445	1679	618	809
ENSG00000064692	381	325	257	0	199	80	1189	30	144	141	173	6	581	458	364	78	28	102	66	69
ENSG00000064703	1111	587	2407	499	862	925	1316	287	1089	1092	1155	1759	426	2121	726	1199	1068	1011	329	1154
ENSG00000064726	3943	2691	4615	2086	2076	2203	4642	1666	3849	3578	2830	3716	2017	5268	2926	4173	3028	2739	1428	3284
ENSG00000064763	132	1368	2258	344	585	92	167	422	168	922	826	826	189	3214	167	322	203	1158	1538	151
ENSG00000064787	12931	569	5805	3	2954	286	49	5849	22	18880	68	231	34	16274	2675	141	1963	5633	3137	302
ENSG00000064835	3	1	0	1	1	0	0	9	0	3	3	0	3	8	0	6	0	2	4	0
ENSG00000064886	142	12	191	697	39	5940	111	139	109	95	3058	2378	22	224	245	174	7	11	662	1
ENSG00000064932	4038	3039	3760	4985	2469	8882	8034	1808	1812	3273	6347	11793	9278	11527	5255	7274	4747	3635	4385	6717
ENSG00000064933	1277	980	1131	432	601	542	785	271	786	777	740	809	641	845	713	815	460	1120	216	866
ENSG00000064961	3900	2546	6661	29625	5039	5249	3721	1386	2210	6180	3432	9472	3832	5512	3864	4909	2469	6872	4610	8177
ENSG00000064989	556	214	1059	155	540	315	847	235	1971	102	85	302	532	361	822	446	235	317	368	72
ENSG00000064995	1510	1411	2323	1374	1123	2601	1992	646	1831	1701	3051	3015	1097	2776	1176	1547	1999	1030	1003	1781
ENSG00000064999	4094	3229	8502	928	4426	2759	4036	4586	4272	9296	2890	2891	1274	8552	2374	2923	3059	5179	2901	1091
ENSG00000065000	9333	8436	10096	23199	5437	11912	6487	3006	11096	6599	9665	15063	5665	16603	9797	12554	7511	6670	7548	9693
ENSG00000065029	1948	693	1919	764	923	2207	1383	621	1472	1256	1924	830	763	3817	1856	2700	1186	1024	776	1884
ENSG00000065054	2504	951	2645	6124	1783	1877	1878	708	3309	1736	3924	1189	2127	1415	4318	17641	3900	877	2045	3429
ENSG00000065057	947	541	1387	1236	993	1089	874	370	608	473	1323	694	333	469	917	577	942	528	1228	1921
ENSG00000065060	1933	1340	1434	811	565	2016	2102	278	2249	1230	2137	1310	603	3564	1015	1139	2067	876	405	515
ENSG00000065135	7489	5175	15751	5358	3446	9245	9193	3266	9143	6209	7586	11369	2936	7069	5730	11027	11602	3556	3838	7475
ENSG00000065150	11990	7817	24044	5939	4803	11541	11134	2802	14769	3077	9404	10301	6570	9304	6916	20427	8326	6423	3077	8987
ENSG00000065154	2179	167	2799	813	1878	562	891	502	2180	830	5084	3338	1247	384	3301	673	4840	1121	932	3694
ENSG00000065183	3358	3685	6443	1229	1366	1811	3601	618	3689	2720	2863	4822	1197	2738	1662	2572	3240	2898	1001	2191
ENSG00000065243	4239	3507	4802	607	2099	2429	3232	1795	3078	3928	2174	4581	1479	9001	2031	5815	6088	2408	782	1279
ENSG00000065268	1451	1838	3009	3580	2000	2986	1349	976	1399	2298	2142	2984	1254	2742	1469	2596	1753	1230	3516	5566
ENSG00000065308	2703	719	2195	1663	492	1362	1222	550	2486	1170	2646	2245	2193	1518	2824	6979	2922	678	836	4117
ENSG00000065320	142	161	493	20	57	1053	994	14	213	28	1602	65	1469	90	654	126	32	104	165	305
ENSG00000065325	2	1	49	2	12	432	73	9	18	1	4	0	4	5	14	5	2	5	9	7
ENSG00000065328	177	1219	2095	640	391	1614	1310	168	1941	200	2093	1584	382	2365	151	1167	1165	548	307	1278
ENSG00000065357	5274	4787	3752	928	9127	1450	1840	2636	4269	8197	3467	7133	1594	4476	3625	4925	5256	2562	3883	2528
ENSG00000065361	19204	3468	9249	18	19013	5617	4599	17140	4541	19908	3814	8313	8650	23550	4276	3155	9645	96140	4301	399
ENSG00000065371	0	0	1	0	1	1	0	0	1	1	0	103	2	0	0	0	2	0	0	3
ENSG00000065413	557	201	470	542	215	190	311	45	472	298	225	96	353	1242	427	590	48	197	154	97
ENSG00000065427	7994	9391	13821	9324	6685	10029	6300	3849	12382	6986	9755	16991	8234	7908	5814	28977	12754	3554	7197	11834
ENSG00000065457	1431	1334	1858	480	756	1263	923	499	2084	553	1057	1030	979	1385	1600	3222	1038	511	508	790
ENSG00000065485	2799	1771	1588	2609	890	3248	1205	794	1816	1989	5936	3950	1549	1123	1526	2088	518	1246	2015	1408
ENSG00000065491	1146	904	1091	527	901	954	1286	374	1275	1275	1875	1820	515	2264	893	1807	1598	692	524	516
ENSG00000065518	3397	3547	7962	3424	7378	7451	2919	2882	1983	3585	3814	7684	3091	5332	3298	3815	2877	2577	5170	3170
ENSG00000065526	7066	6663	9342	1295	5949	3877	4670	2072	4750	5834	2838	9047	5981	14677	5240	5359	8208	5517	1629	2267
ENSG00000065534	10417	1367	33908	1059	1782	3022	3708	1311	3969	1121	1308	2559	7556	1074	18877	3875	1779	974	4338	1312
ENSG00000065548	4545	3778	7150	2183	3397	3674	4198	1246	3956	2635	4145	135	2391	2889	3369	3730	3769	4142	1818	3489
ENSG00000065559	2290	1205	2048	766	678	1882	1121	590	1860	1349	1761	1796	762	1397	1186	3040	3743	951	683	1072
ENSG00000065600	784	518	1714	505	454	465	519	293	510	791	666	543	809	968	386	433	1598	739	619	831
ENSG00000065609	22	157	40	0	803	1	0	414	0	448	0	0	1	14	18	4	0	32	22	4
ENSG00000065613	4883	6226	9000	1395	3612	7934	4846	2904	5433	6387	5932	14467	2038	7005	6513	8185	11481	5955	2673	2744
